# Array shape: (12, 8, 37) as (month, hours, vertical levels)
#Jan slice
nan     nan     4.43    5.85    6.60    7.23    7.02    6.72    6.03    5.68    5.50    5.40    5.55    6.02    6.16    6.18    6.22    5.97    6.06    6.67    7.64    8.68    9.47    9.91    10.57   12.13   14.59   16.63   17.84   18.68   17.56   13.79   8.11    3.59    1.03    0.08    0.00   
nan     nan     4.05    5.98    7.11    8.02    8.22    7.58    6.41    5.65    5.43    5.51    5.60    5.64    5.58    5.47    5.40    5.54    5.73    6.34    7.16    7.92    8.68    9.52    10.47   12.05   14.23   16.22   18.00   18.27   16.78   12.71   8.41    3.54    1.12    0.15    0.00   
nan     nan     2.67    4.50    6.45    7.65    8.62    8.56    7.78    6.98    6.42    5.96    5.80    5.52    5.25    5.11    5.09    5.36    5.60    6.13    7.03    8.01    8.91    9.74    10.63   12.27   14.46   16.65   18.13   18.04   16.49   13.74   9.01    3.93    1.21    0.17    0.00   
nan     nan     2.30    4.20    5.52    7.27    8.33    8.35    7.72    6.99    6.57    6.13    5.87    5.83    5.34    5.17    5.08    5.25    5.72    6.38    7.15    8.06    8.97    9.66    10.73   12.55   14.79   16.83   17.85   17.69   16.85   14.60   9.56    4.53    1.32    0.19    0.00   
#Dec slice
nan     nan     3.11    4.55    6.22    7.61    7.80    7.63    7.40    7.15    6.95    6.73    6.80    7.01    7.38    7.96    8.02    7.92    7.95    8.18    8.58    9.08    9.65    10.37   11.42   12.92   14.61   15.96   16.11   15.90   14.43   11.09   6.29    2.33    0.12    0.00    0.00   
nan     nan     3.55    5.17    6.36    6.91    7.44    7.76    7.76    7.33    6.94    6.50    6.24    6.49    6.89    7.20    7.01    7.18    7.40    7.73    8.11    8.56    9.10    9.77    10.91   12.39   14.08   15.30   15.57   15.50   13.24   10.25   5.79    2.06    0.18    0.00    0.00   
nan     nan     4.37    5.89    6.83    6.94    7.25    7.36    7.31    6.82    6.49    6.37    6.27    6.40    6.75    6.97    7.07    7.54    7.84    7.95    8.32    9.05    9.70    10.27   11.24   12.34   13.52   14.57   15.00   14.47   12.55   9.35    5.63    1.87    0.15    0.00    0.00   
nan     nan     4.46    6.28    7.21    7.03    7.03    7.14    6.88    6.42    6.07    5.64    5.57    5.86    6.19    6.40    6.53    6.91    7.28    7.57    7.92    8.40    9.11    10.02   10.86   12.29   14.14   15.06   15.26   14.55   12.84   10.16   5.28    1.82    0.15    0.00    0.00   
nan     nan     4.70    6.94    7.69    7.17    7.03    7.08    6.77    6.14    5.79    5.35    5.36    5.71    6.25    6.73    6.98    7.02    7.42    7.96    8.70    9.37    9.84    10.65   11.74   13.25   14.90   15.93   16.01   15.54   14.26   11.18   5.81    1.88    0.09    0.00    0.00   
